Cheap Thrills;Sia;2
Cheek to Cheek;Ella Fitzgerald;2
Cheri Cheri Lady;Modern Talking;2
Chihuahua;DJ BoBo;2
Christmas is All Around;Billy Mack;2
Cinema Italiano;Kate Hudson;2
Closer;Ne-Yo;2
Co je to láska;Eva Pilarová;2
Cose Della Vita;Tina Turner, Eros Ramazotti;2
Cotton Eye Joe;Rednex;2
Crazy In Love;Beyonce;2
Crazy;Aerosmith;2
Crazy;Gnarls Barkley (CeeLo Green);2
Cream;Prince;2
Crucified;Army Of Lovers;2
Cry Baby;Janis Joplin;2
Cryin';Steven Tyler (Aerosmith);2
Crying At The Discoteque;Alcazar;2
Cukr, káva, limonáda;Hana Buštíková (Duo Kamelie);2
Daddy;PSY;2
Daj viac;Kali;2
Dame Tu Cosita;El Chombo;2
Dance Monkey;Tones and I;2
Dancing In The Street;David Bowie (+Mick Jagger);2
Dancing With Myself;Billy Idol;2
Dancing;Kylie Minogue;2
Dear Future Husband;Meghan Trainor;2
Decibely Lásky;Michal David;2
Deja Vu;Beyoncé;2
Delilah;Tom Jones;2
Den je Krásný;Karel Gott;2
Despacito;Louis Fonsi;2
Diamonds Are A Girl's Best Friend;Marilyn Monroe;2
Diamonds Are Forever;Shirley Bassey;2
Diamonds;Rihanna;2
Diana;Petr Kotvald (+Stanislav Hložek);2
Dirrty;Christina Aguilera;2
Dirty Diana;Michael Jackson;2
Discopříběh;Michal David;2
Dlouhá bílá žhoucí kometa;Jana Kratochvílová;2
Dlouhá noc;Helena Vondráčková;2
Dnes;Tublatanka;2
Dole v dole;Kabát;2
Don't Cry For Me Argentina;Madonna;2
Don't Go Breaking My Heart;Elton John (Kiki Dee);2
Don't Let The Sun Go Down on Me;George Michael;2
Don't Start Now;Dua Lipa;2
Don't Stop The Music;Rihanna;2
Don't Worry;Madcon (Ray Dalton);2
Dotýkat se hvězd;Eva Pilarová (Karel Gott);2
Dovè l'amore;Cher;2
Dragostea Din Tei;O-Zone;2
Dreamer;Ozzy Osbourne;2
Dreamer;Ozzy Osbourne;2
Du Hast;Rammstein;2
Dude (Looks Like a Lady);Aerosmith;2
Duhová víla;Petr Rezek, Hana Zagorová;2
Dyby byla Morava;Jarmila Šuláková;2
Dáme si do bytu;Josef Bek + Ivana Kačírková;2
Dívám se, dívám;Petr Hapka;2
Dělám stojky;Berenika Kohoutová;2
Earned It;The Weeknd;2
Easy On Me;Adele;2
Elastic Heart;Sia;2
Endless Love;Diana Ross;2
Enigma;Amanda Lear;2
Enjoy The Silence;Depeche Mode;2
Enter Sandman;Metallica;2
Esemes;Lucie Bílá;2
Euphoria;Loreen;2
Everlasting Love;Sandra;2
Everybody Needs Somebody To Love;The Blues Brothers;2
Everything I Do I Do It For You;Bryan Adams;2
Express;Christina Aguilera;2
Faith;George Michael;2
Faith;Stevie Wonder;2
Falling;Harry Styles;2
Feel This Moment;Pitbull, Christina Aguilera;2
Feeling Good;Nina Simone;2
Fergalicious;Fergie;2
Feuer Frei;Rammstein;2
Fever;Elvis Presley;2
Fighter;Christina Aguillera;2
Fire;Beth Ditto;2
Firestarter;The Prodigy;2
Firework;Katy Perry;2
Fly Away;Lenny Kravitz;2
Fly Me To The Moon;Frank Sinatra;2
Forget You;Cee Lo Green;2
Formule I.;Kamelie;2
Fragile;Sting;2
Freedom! '90;George Michael;2
Friday I'm in Love;The Cure;2
Frozen;Madonna;2
Funkytown;Lipps Inc.;2
Gangnam Style;Psy;2
Gangsta's Paradise;Coolio;2
Gentleman;PSY;2
Gentleman;PSY;2
Get Happy;Judy Garland;2
Get Lucky;Daft Punk;2
Get Right;Jennifer Lopez;2
Get Up Offa That Thing;Whoopi Goldberg;2
Get Ur Freak On;Missy Elliot;2
Gettin' Jiggy Wit It;Will Smith;2
Giant;Rag'n'Bone Man;2
Girl On Fire;Alicia Keys;2
Girlfriend;Avril Lavigne;2
Girls Go Wild;LP;2
Girls Just Wanna Have Fun;Cyndi Lauper;2
Girls Like You;Maroon 5;2
God Save The Queen;Sex Pistols;2
Golden Eye;Tina Turner;2
Good Vibrations;Marky Mark;2
Grace Kelly;Mika;2
Greased Lightning;John Travolta;2
Greatest Love Of All;Whitney Houston;2
Hafanana;Dan Nekonečný (Šum svistu);2
Hallelujah;Leonard Cohen;2
Handclap;Fitz and the Tantrums;2
Hands Up;Ottawan;2
Happy;Pharell Williams;2
Havana;Camila Cabello;2
Heavy Cross;Gossip;2
Hello;Adele;2
Hello;Lionel Richie;2
Henehene Kou'aka;Israel Kamakawiwo'ole;2
Hey Sexy Lady;Shaggy;2
Hey Stoopid;Alice Cooper;2
Hey Ya!;OutKast;2
Highway To Hell;AC/DC;2
Highway to Hell;AC/DC;2
Hijo De La Luna;Monserrat Caballe;2
Hips Don't Lie;Shakira;2
Hit the Road Jack;Ray Charles;2
Hollaback Girl;Gwen Stefani;2
Holubí dům;Jiří Schelinger;2
Hooked On A Feeling;Blue Swede;2
Hot n Cold;Katty Perry;2
Hotel Ritz;Jiří Korn;2
How Do You Sleep?;Sam Smith;2
How Much Is The Fish;Scooter;2
Hrobař;Premier;2
Human;Ragn'Bone Man;2
Hung Up;Madonna;2
Hungry Eyes;Eric Carmen (Dirty Dancing);2
Hurt;Christina Aguilera;2
Hurt;Johnny Cash;2
Hush Hush, Hush Hush;The Pussycat Dolls;2
Hádej Matyldo;Karel Hála;2
I Believe I Can Fly;R. Kelly;2
I Can't Dance;Genesis;2
I Can't Do It Alone;Catherine Zeta-Jones;2
I Don't Want To Miss a Thing;Aerosmith;2
I Feel Good;James Brown;2
I Got Life;Hair (film);2
I Got a Girl;Lou Bega;2
I Have Nothing;Whitney Houston;2
I Just Called To Say I Love You;Stevie Wonder;2
I Know You Want Me;Pitbull;2
I Like It;Cardi B;2
I Like To Move It;Reel 2 Real;2
I Love Rock n' Roll;Joan Jett;2
I Need A Hero;Bonnie Tyler;2
I Say a Little Prayer;Aretha Franklin;2
I Still Haven't Found What I'm Looking For;U2;2
I Surrender;Céline Dion;2
I Try;Macy Gray;2
I Wanna Be Loved By You;Marilyn Monroe;2
I Wanna Dance With Somebody;Whitney Houston;2
I Want It All;Queen;2
I Want To Break Free;Queen;2
I Was Made For Lovin You;KISS;2
I Was Made For Lovin' You;Kiss;2
I Will Survive;Glorya Gaynor;2
I když jsme plešatý;Pokáč;2
I přes to všechno;Mirai;2
I'd Do Anything For Love;Meatloaf;2
I'm A Slave 4 U;Britney Spears;2
I'm So Excited;The Pointer Sisters;2
I'm Still Standing;Elton John;2
I've Seen That Face Before;Grace Jones;2
Ice Ice Baby;Vanila Ice;2
If I Could Turn Back Time;Cher;2
If I Were a Boy;Beyonce;2
Iko Iko;Captain Jack;2
Im Outta Love;Anastacia;2
Imagine;John Lennon;2
Impossible;James Arthur;2
Impossible;James Arthur;2
In Da Club;50 Cent;2
In The Shadows;The Rasmus;2
In Your Eyes;Kylie Minogue;2
It's A Man's Man's Man's World;James Brown;2
It's My Life;Bon Jovi;2
It's My Life;Dr Alban;2
It's Oh So Quiet;Björk;2
It's Raining Men;Geri Halliwell;2
Jai Ho!;The Pussycat Dolls(+Milionář z Chatrče);2
Jailhouse Rock;Elvis Presley;2
Jdi hned ráno;Jana Kratochvílová;2
Je to vo hviezdach;Team (Pavol Habera);2
Je veux;Zaz;2
Jebe;Rytmus;2
Jedeme Dál;Petr Janda + Petra Janů;2
Jednoho dne se vrátíš;Věra Špinarová;2
Jednou mi fotr povídá;Jan Kalousek;2
Jen pro ten dnešní den;Oldřich Nový;2
Jenny From The Block ;Jennifer Lopez;2
Ještě tě mám plnou náruč;Jiří Korn;2
Jolene;Dolly Parton;2
Jonny;Marlene Dietrich;2
Judas;Lady Gaga;2
Jump;Van Halen;2
Just Give Me a Reason;P!nk;2
Já mám ráda boogie;Věra Špinarová;2
Já se vznáším;Hana Zagorová;2
Já už to vím;Helena Vondráčková (+Václav Neckář);2
Jóžin z bážin;Ivan Mládek;2
Karel nese asi čaj;Jiří Korn, Vilém Čok;2
Karma Chameleon;Culture Club (Boy George);2
Když nemůžeš, tak přidej;Mirai;2
Kids;Robbie Williams;2
Kings & Queens;Ava Max;2
Kiss From a Rose;Seal;2
Kiss;Prince;2
Klíč pro štěstí;Marie Rottrová;2
Knoflíky lásky;Petr Sepeši;2
Kohout;Petr Nedvěd;2
Koloseum;Marika Gombitová;2
Kometa;Jaromír Nohavica;2
Kosmický sen;Hana Zagorová;2
Koukejte vycouvat;Ivan Mládek;2
Kung Fu Fighting;Carl Douglas;2
L'Italiano;Toto Cutugno;2
La Bomba;King Africa;2
La Isla Bonita;Madonna;2
Lady Carneval;Karel Gott;2
Lalalalalalalalalala;Mikolas Josef;2
Lambada;Kaoma;2
Last Friday Night;Katy Perry;2
Lean On;Major Lazer & DJ Snake (feat. MØ);2
Let It Go;Idina Menzel;2
Let Me Entertain You;Robbie Williams;2
Let's Dance; David Bowie;2
Let's Get Loud;Jennifer Lopez;2
Let's Twist Again;Chubby Checker;2
Levandulová;Hana Hegerová  Petr Hapka;2
Level Up;Ciara;2
Levitating;Dua Lipa;2
Lie To Me;Mikolas Josef;2
Like a Virgin;Madonna;2
Lips Are Movin;Meghan Trainor;2
Listen;Beyonce;2
Little L;Jamiroquai;2
Livin La Vida Loca;Ricky Martin;2
Livin On A Prayer;Bon Jovi;2
Locked Out Of Heaven;Bruno Mars;2
Lose Control;Missy Elliott;2
Losing My Religion;R.E.M.;2
Lost On You;LP;2
Love Me Again;John Newman;2
Love On The Brain;Rihanna;2
Love On Top;Beyonce;2
Love Shack;The B-52's;2
Love The Way You Lie;Eminem (+Rihanna);2
Love You Like a Love Song;Selena Gomez;2
Love, Sex and Magic;Ciara (+Justin Timberlake);2
Lovesong;The Cure;2
Lust For Life;Iggy Pop;2
Láska Prý;Peter Dvorský (+Karel Černoch);2
Láska je láska;Lucie Bílá;2
Láska je tu s vami;Peter Nagy;2
Láska v housce;Xindl X;2
Láska šiaľená;Lucie Bílá (+Palo Habera);2
Lásko má, já stůňu;Helena Vondráčková;2
Lásko, voníš deštěm;Marie Rottrová;2
M. I. L. F. $;Fergie;2
ME!;Taylor Swift;2
MISS Moskva;Jiří Korn;2
Ma Baker;Boney M;2
Macarena;Los del Rio;2
Macho Man;Village People;2
Make You Feel My Love;Adele;2
Malá Dáma;Kabát;2
Mambo No. 5;Lou Bega;2
Mamma Mia;Meryl Streep;2
Maria;Scooter;2
María;Ricky Martin;2
María;Ricky Martin;2
Material Girl;Madonna;2
Matfyzák na discu;Pokáč;2
Mein Herr;Liza Minnelli;2
Memory;Elaine Paige;2
Men I Feel Like a Women;Shania Twain;2
Mercy;Duffy;2
Midnight Sky;Miley Cyrus;2
Million Reasons;Lady Gaga;2
Mimořádná linka Praha - Tokyo;Hana Zagorová;2
Mirrors;Justin Timbelake;2
Modlitba pro Martu;Marta Kubišová;2
Modrá;Žlutý pes;2
Motýl;Jiří Šlitr (+Jana Malknechtová);2
Move In the Right Direction;Beth Ditto;2
Move's Like Jagger;Adam Levine;2
Mr. Beat;D.Y.K.;2
Mumuland;Petr Kotvald;2
Mundian To Bach Ke;Panjabi MC;2
Muoj Bože;Katarina Knechtová;2
My Heart Will Go On;Celine Dion;2
My Love;Justin Timberlake;2
My Way;Frank Sinatra;2
My Way;Shirley Bassey;2
Mám jizvu na rtu;Jarek Nohavica;2
Mám rád vůni tvý kůže;Pavel Vítek;2
Máma;Lunetic;2
Mňau;Laďka Kozderková;2
Na ptáky jsme krátký;Janek Ledecký;2
Nafrněná;Barbora Poláková;2
Nah Neh Nah;Vaya Con Dios;2
Nas Ne Dagoniat;t.A.T.u.;2
Nebo, Peklo, Raj;Dara Rolins;2
Nebude to lahke;Richard Muller;2
Nech Brouka Žít;Juraj Kukura;2
Nechte zvony znít;Marta Kubišová;2
Nejsom ten pravý;Kali;2
Neposlušné tenisky;Lucie Bílá;2
Nespalme to krásné v nás;Marika Gombitová (+Miro Žbirka);2
Nessun Dorma;Placido Domingo;2
Never Ending Story;Limahl;2
Never Gonna Give You Up;Rick Astley;2
New Face;PSY;2
New York, New York;Liza Minnelli;2
Next To Me;Emeli Sandé;2
Night Fever;Bee Gees;2
No Limit;2 Unlimited;2
No More I Love You's;Annie Lennox;2
No Woman No Cry;Bob Marley;2
Non, je ne regrette rien;Edith Piaf;2
Non, je ne regrette rien;Édith Piaf;2
Non-sense Song;Charlie Chaplin;2
Nonstop;Michal David;2
Not Afraid;Eminem;2
Nothing Breaks Like a Heart; Miley Cyrus;2
Nothing Compares 2 U;Sinéad O'Connor;2
Nothing Else Matters;Metallica;2
Nowadays;Catherine Zeta-Jones  Renée Zellweger;2
Numb;Linkin Park;2
Nádhernej den;Věra Špinarová;2
O sole mio;Andrea Bocelli;2
Objection Tango;Shakira;2
Oh, Pretty Woman;Roy Orbison;2
Old Town Road;Billy Ray Cyrus  Lil Nas X;2
Oliver Twist;Anna Veselá;2
On the Floor;Jennifer Lopez;2
One Night Only (Disco);Beyoncé;2
One Night Only;Jennifer Hudson;2
One Way Or Another;Blondie;2
One Way Ticket;Eruption;2
Only Girl (In The World);Rihanna;2
Oops I Did It Again;Britney Spears;2
PPAP;Pikotaro;2
Padam padam;Édith Piaf;2
Papaoutai;Stromae;2
Papi;Jennifer Lopez;2
Paradise City;Guns N' Roses;2
Paranoid;Black Sabbath;2
Part Time Lover;Stevie Wonder;2
Party Rock Anthem;LMFAO;2
Pas o panori;Věra Bílá;2
Perfect;Ed Sheeran;2
Personal Jesus;Marilyn Manson;2
Petr a Lucie;Hana Hegerová;2
Physical;Dua Lipa;2
Piece Of My Heart;Janis Joplin;2
PoP! Goes My Heart;Hugh Grant, Scott Porter (Hudbu složil, slova napsal);2
Podvod;Jan Nedvěd, František Nedvěd;2
Pohoda;Kabát;2
Poison;Alice Cooper;2
Poker Face;Lady Gaga;2
Poslední kovboj;Michal Tučný;2
Pound The Alarm;Nicki Minaj;2
Prachovské skály;Ivan Mládek;2
Pražákům, těm je tu hej;Michael Kocáb;2
Pretty Fly;The Offspring;2
Price Tag;Jessie J.;2
Princess of China;Coldplay;2
Private Dancer;Tina Turner;2
Prodavač;Michal Tučný;2
Proud Mary;Tina Turner;2
Proud Mary;Tina Turner;2
Prázdný expres;Naďa Urbánková;2
Pump Up The Jam;Technotronic;2
Purple Rain;Prince;2
Pátá;Helena Vondráčková;2
Píseň hajného a dcer;Waldemar Matuška;2
Píseň o Americe;František Ringo Čech;2
Queen Of The Night;Whitney Houston;2
Queen of The Night's Aria;Meryl Streep;2
R n'B Soul;Horkýže Slíže;2
Radio Ga Ga;Queen;2
Rain On Me;Lady Gaga;2
Raise Your Glass;P!nk;2
Rasputin;Boney M;2
Rebel Yell;Billy Idol;2
Recovery;James Arthur;2
Rehab;Amy Winehouse;2
Remember the Time;Michael Jackson;2
Respect;Aretha Franklin;2
Rewrite The Stars;Zac Efron (The Greatest Showman);2
Rhythm Nation;Janet Jackson;2
Rich Girl;Gwen Stefani;2
Right Said Fred;I'm Too Sexy;2
Rise Like a Phoenix;Conchita Wurst;2
Roar;Katy Perry;2
Rock DJ;Robbie Williams;2
Rock Me Amadeus;Falco;2
Rock-A-Hula Baby;Elvis Presley;2
Rockin' Robin;Jackson 5;2
Rolling In The Deep;Adele;2
Rolling in The Deep;Aretha Franklin;2
Romano Hip Hop;Gipsy.cz;2
Roxie;Renée Zellweger;2
Rozeznávám;Richard Müller;3
Run The World;Beyoncé;2
Run To The Hills;Iron Maiden;2
Runaway Baby;Bruno Mars;2
S tím bláznem si nic nezačínej;Pavel Bobek;2
Sacrifice;Elton John;2
Samba King;Daniel Nekonečný;2
Sandokan;Stanislav Hložek (+Petr Kotvald);2
Save Your Tears;The Weeknd;2
Saxana;Petra Černocká;2
Say So;Doja Cat;2
Say Something;Christina Aguilera (A Great Big World);2
Say You, Say Me;Lionel Richie;2
Sbohem, lásko;Waldemar Matuška;2
Sbírka zvadlejch růží;Wanastowi Vjecy;2
Scatman's World;Scatman John;2
Scatman;Scatman John;2
School's Out;Alice Cooper;2
Scream;Michael Jackson;2
Scream;Tokio Hotel;2
Send My Love;Adele;2
Sensual Seduction;Snoop Dogg;2
Set Fire To The Rain;Adele;2
Setkání;Hana Zagorová;2
Sex Bomb;David Kraus;2
Sex Machine;James Brown;2
Sexy and I Know It;LMFAO;2
SexyBack;Justin Timberlake;2
Seňorita;Camila Cabello (Shawn Mendes);2
Shake It Off;Taylor Swift;2
Shallow;Lady Gaga( Bradley Cooper);2
Shame, Shame, Shame;Tina Turner;2
Shape Of You;Ed Sheeran;2
She Bangs;Ricky Martin;2
Should I Stay or Should I Go;The Clash;2
Show Me How You Burlesque;Christina Aguilera;2
Show Must Go On;Queen;2
Side To Side;Ariana Grande;2
Sign of the Times;Harry Styles;2
Singing in the rain;Gene Kelly;2
Single Ladies (Put a Ring on It);Beyoncé;2
Single Ladies;Beyonce;2
Single Ladies;Liza Minnelli;2
Skin;Rag'n'Bone Man;2
Skyfall;Adele;2
Sladké mámení;Helena Vondráčková;2
Slavíci z Madridu;Waldemar Matuška;2
Slim Jim;Sexy Dancers;2
Smells Like Teen Spirit;Nirvana;2
Smooth Criminal;Michael Jackson;2
Snad jsem to zavinil já;Olympic;2
Snaživec;Pražský Výběr;2
So What;P!nk;2
Sober;P!nk;2
Sofia;Alvaro Soler;2
Someone Like You;Adele;2
Someone You Loved;Lewis Capaldi;2
Somethin' Stupid;Nicole Kidman (Robbie Williams);2
Somethin' Stupid;Robbie Williams;2
Somewhere Over The Rainbow;Israel Kamakawiwo'ole;2
Son of a Preacher Man;Dusty Springfield;2
Sorry For Party Rocking;LMFAO;2
Sorry;Justin Bieber;2
Souměrná;Bára Basiková;2
Sound Of Silence;Disturbed;2
Spomaľ;Katarína Knechtová;2
Spěchám;Hana Zagorová;2
Stand By Me;Ben E King;2
Starboy;The Weekend;2
Starships;Nicki Minaj;2
Start Me Up;Mick Jagger (The Rolling Stones);2
Stay With Me;Sam Smith;2
Stayin Alive;Bee Gees;2
Stupid Love;Lady Gaga;2
Stánky;František Nedvěd;2
Stín Katedrál;Václav Neckář + Helena Vondráčková;2
Sugar sugar;The Archies;2
Sugar;Maroon 5;2
Summer Nights;Olivia Newton John;2
Summer Nights;Olivia Newton-John, John Travolta;2
Summertime;Ella Fitzgerald;2
Summertime;Janis Joplin;2
Super Bass;Nicki Minaj;2
Susan Boyle;I Dreamed a Dream;2
Svalnatec;Leoš Mareš;2
Svatební průvod;Naďa Urbánková;2
Swalla;Jason Derulo;2
Sweat (A La La La Long);Inner Circle;2
Sweet Child O'Mine;Axl Rose (Guns N' Roses);2
Sweet Dreams (Are Made of This);Marilyn Manson;2
Sweet Dreams;Eurythmics;2
Sweet Dreams;Marilyn Manson;2
Tainted Love;Marilyn Manson;2
Tak abyste to věděla;Hana Hegerová;2
Take Me To Church;Hozier;2
Take On Me;a-ha;2
Take You Dancing;Jason Derulo;2
Talk Dirty;Jason Derulo;2
Talk Dirty;Jason Derulo;2
Tančíš Sama;Petr Muk;2
Tears In Heaven;Eric Clapton;2
Teenage Dirtbag;Wheatus;2
Tell Him;Barbra Streisand (Celine Dion);2
Tell It To My Heart;Taylor Dayne;2
Tepláky;Nightwork;2
That Don't Impress Me Much;Shania Twain;2
That's What I Like;Bruno Mars;2
The Bad Touch;BloodHound Gang;2
The Beatiful People;Marilyn Manson;2
The Best;Tina Turner;2
The Boy Does Nothing;Alesha Dixon;2
The Boy from Ipanema;Ella Fitzgerald;2
The Edge Of Glory;Lady Gaga;2
The Final Countdown;Europe;2
The Final Countdown;Europe;2
The Fox;Ylvis;2
The Greatest;Sia;2
The Heart Wants What It Wants;Selena Gomez;2
The Ketchup Song (Asereje);Las Ketchup;2
The Lady Is a Tramp;Lady Gaga (+Tony Bennett);2
The Lazy Song;Bruno Mars;2
The Loco-Motion;Kylie Minogue;2
The Real Slim Shady;Eminem;2
The Shoop Shoop Song;Cher;2
The Time Of My Life;Bill Medley  Jennifer Warnes;2
The Wonder of You;Elvis Presley;2
There Must Be An Angel;Eurythmics;2
These Boots Are Made for Walkin';Nancy Sinatra;2
They Don't Care About Us;Michael Jackson;2
Think;Aretha Franklin;2
Think;Aretha Franklin;2
Thinking Out Loud;Ed Sheeran;2
This Is Me;Keala Settle;2
Thriller;Michael Jackson;2
Thunder;Imagine Dragons;2
Thunderstruck;AC/DC;2
Tightrope;Janelle Monae;2
Time To Say Goodbye;Andrea Bocelli a Sarah Brightman;2
To se nikdo nedoví;Helena Vondráčková + Waldemar Matuška;2
Together Again;Janet Jackson;2
Touch Me;Samantha Fox;2
Tough Lover;Christina Aguilera;2
Toxic;Britney Spears;2
Toy;Netta;2
Treasure;Bruno Mars;2
Trezor;Karel Gott;2
True Colours;Cyndi Lauper;2
Try;Pink;2
Turecký pochod;Eva Pilarová;2
Turn Me On;(David Guetta) Nicki Minaj;2
Tutti Frutti;Little Richard;2
Two Little Girls from Little Rock;Jane Russell (+Marilyn Monroe);2
Two Princes;Spin Doctors;2
Tygřice;Lucie Bílá;2
Té, co snídá;Jiří Korn;2
Tři oříšky;Iveta Bartošová;2
U + Ur Hand;P!nk;2
U Can't Touch This;MC Hammer;2
Umbrella;Rihanna;2
Unbreak My Heart;Toni Braxton;2
Under Pressure;Queen (David Bowie);2
Under The Bridge;Red Hot Chili Peppers;2
Unstoppable;Sia;2
Upside Down;Diana Ross;2
Uptown Funk;Mark Ronson (+Bruno Mars);2
Uptown Girl;Billy Joel;2
Učiteľka tanca;Pavol Hammel;2
Už nejsem volná;Petra Janů;2
V slepých uličkách;Miroslav Žbirka;2
V stínu kapradiny;Jana Kratochvílová;2
V září;Karel Gott;2
Valerie;Amy Winehouse;2
Vilém peče housky;Naďa Urbánková;2
Virtual Insanity;Jamiroquai;2
Viva La Vida;Chris Martin;2
Viva La Vida;Monika Bagárová;2
Viva Las Vegas;ZZ Top;2
Vladimír Matuška;Tereza;2
Voda, čo ma drží nad vodou;Jožo Raž;2
Vogue / Give Me All Your Luvin';Madonna;2
Vogue;Madonna;2
Volare (Nel Blu Di Pinto Di Blu);Gipsy Kings;2
Vyznanie;Marika Gombitová;2
Vítr;Lucie Vondráčková;2
Waiting For Tonight;Jennifer Lopez;2
Waka Waka;Shakira;2
Wake Me Up Before You Go Go;George Michael;2
Walk This Way;Run D.M.C. ft Aerosmith;2
Want To Want Me;Jason Derulo;2
Wanted;One Republic;2
Watermelon Sugar;Harry Styles;2
We Are The Champions;Queen;2
We Can't Stop;Miley Cyrus;2
We Don't Need Another Hero (Thunderdome);Tina Turner;2
We Found Love;Rihanna;2
We Will Rock You;Queen;2
We're Not Gonna Take It;Twisted Sister;2
Welcome To The Black Parade;My Chemical Romance;2
Welcome to Burlesque;Cher;2
What About Us;P!nk;2
What Do You Mean?;Justin Bieber;2
What Is Love;Haddaway;2
What You Waiting For?;Gwen Stefani;2
What a Wonderful World;Louis Armstrong;2
What's Up;4 Non Blondes;2
When We Were Young;Adele;2
When You Believe;Whitney Houston, Mariah Carey;2
When You're Good To Mama;Queen Latifah;2
Whenever, Wherever;Shakira;2
Where The Streets Have No Name;U2;2
Where the Wild Roses Grow;Kylie Minogue (+Nick Cave);2
Whiskey in the Jar;Metallica;2
Whisky, to je moje gusto;Květa Fialová;2
Whitney Houston;I Will Always Love You;2
Who Wants To Live Forever;Queen;2
Why Don't You Do Right;(Lissette Christine) Jessica Rabbit;2
Why;Annie Lenox;2
Wild Dances;Ruslana;2
Wild Horses;Susan Boyle;2
Without Me;Eminem;2
Womanizer;Britney Spears;2
Work Bitch;Britney Spears;2
Work It;Missy Elliott;2
World Is Not Enough;Garbage;2
Wrecking Ball;Miley Cyrus;2
Writing's On The Wall;Sam Smith;2
Wuthering Heights;Kate Bush;2
YMCA;Village People;2
Yeah!;Usher;2
You Are So Beautiful;Joe Cocker;2
You Are Unstoppable;Conchita Wurst;2
You Can Leave Your Hat On;Joe Cocker;2
You Can't Stop the Beat;Elijah Kelley (Hairspray);2
You Know I'm No Good;Amy Winehouse;2
You Never Can Tell;Chuck Berry;2
You Raise Me Up;Susan Boyle;2
